SalesOrderNumber,OrderDate,ProductKey,CustomerKey,SalesTerritoryKey,UnitPrice,OrderQuantity,TotalProductCost,TaxAmt,Freight
SO62863,2020-07-26,217,16161,9,34.99,1,13.09,2.80,0.87
SO62863,2020-07-26,488,16161,9,53.99,1,41.57,4.32,1.35
SO62864,2020-07-26,353,13160,9,2319.99,1,1265.62,185.60,58.00
SO62864,2020-07-26,487,13160,9,54.99,1,20.57,4.40,1.37
SO62865,2020-07-26,359,13638,9,2294.99,1,1251.98,183.60,57.37
SO62865,2020-07-26,478,13638,9,9.99,1,3.74,0.80,0.25
SO62865,2020-07-26,477,13638,9,4.99,1,1.87,0.40,0.12
SO62865,2020-07-26,491,13638,9,53.99,1,41.57,4.32,1.35
SO62866,2020-07-26,578,25863,1,1214.85,1,755.15,97.19,30.37
SO62866,2020-07-26,477,25863,1,4.99,1,1.87,0.40,0.12
SO62866,2020-07-26,479,25863,1,8.99,1,3.36,0.72,0.22
SO62866,2020-07-26,480,25863,1,2.29,1,0.86,0.18,0.06
SO62867,2020-07-26,562,12710,6,2384.07,1,1481.94,190.73,59.60
SO62867,2020-07-26,222,12710,6,34.99,1,13.09,2.80,0.87
SO62868,2020-07-26,382,19704,6,1120.49,1,713.08,89.64,28.01
SO62868,2020-07-26,479,19704,6,8.99,1,3.36,0.72,0.22
SO62868,2020-07-26,477,19704,6,4.99,1,1.87,0.40,0.12
SO62868,2020-07-26,481,19704,6,8.99,1,3.36,0.72,0.22
SO62869,2020-07-26,382,28376,8,1120.49,1,713.08,89.64,28.01
SO62869,2020-07-26,479,28376,8,8.99,1,3.36,0.72,0.22
SO62869,2020-07-26,477,28376,8,4.99,1,1.87,0.40,0.12
SO62870,2020-07-26,606,26949,10,539.99,1,343.65,43.20,13.50
SO62870,2020-07-26,529,26949,10,3.99,1,1.49,0.32,0.10
SO62870,2020-07-26,538,26949,10,21.49,1,8.04,1.72,0.54
SO62871,2020-07-26,562,14186,7,2384.07,1,1481.94,190.73,59.60
SO62871,2020-07-26,479,14186,7,8.99,1,3.36,0.72,0.22
SO62871,2020-07-26,477,14186,7,4.99,1,1.87,0.40,0.12
SO62871,2020-07-26,222,14186,7,34.99,1,13.09,2.80,0.87
SO62872,2020-07-26,561,13584,10,2384.07,1,1481.94,190.73,59.60
SO62872,2020-07-26,541,13584,10,28.99,1,10.84,2.32,0.72
SO62872,2020-07-26,530,13584,10,4.99,1,1.87,0.40,0.12
SO62872,2020-07-26,222,13584,10,34.99,1,13.09,2.80,0.87
SO62873,2020-07-26,564,11765,9,2384.07,1,1481.94,190.73,59.60
SO62873,2020-07-26,214,11765,9,34.99,1,13.09,2.80,0.87
SO62873,2020-07-26,488,11765,9,53.99,1,41.57,4.32,1.35
SO62874,2020-07-26,604,23098,9,539.99,1,343.65,43.20,13.50
SO62874,2020-07-26,538,23098,9,21.49,1,8.04,1.72,0.54
SO62874,2020-07-26,480,23098,9,2.29,1,0.86,0.18,0.06
SO62875,2020-07-27,479,11223,6,8.99,1,3.36,0.72,0.22
SO62875,2020-07-27,477,11223,6,4.99,1,1.87,0.40,0.12
SO62875,2020-07-27,231,11223,6,49.99,1,38.49,4.00,1.25
SO62875,2020-07-27,463,11223,6,24.49,1,9.16,1.96,0.61
SO62876,2020-07-27,222,11300,6,34.99,1,13.09,2.80,0.87
SO62877,2020-07-27,214,28591,4,34.99,1,13.09,2.80,0.87
SO62878,2020-07-27,529,15132,9,3.99,1,1.49,0.32,0.10
SO62878,2020-07-27,539,15132,9,24.99,1,9.35,2.00,0.62
SO62878,2020-07-27,487,15132,9,54.99,1,20.57,4.40,1.37
SO62878,2020-07-27,481,15132,9,8.99,1,3.36,0.72,0.22
SO62879,2020-07-27,539,15123,9,24.99,1,9.35,2.00,0.62
SO62879,2020-07-27,529,15123,9,3.99,1,1.49,0.32,0.10
SO62879,2020-07-27,480,15123,9,2.29,1,0.86,0.18,0.06
SO62880,2020-07-27,536,17236,9,29.99,1,11.22,2.40,0.75
SO62880,2020-07-27,480,17236,9,2.29,1,0.86,0.18,0.06
SO62881,2020-07-27,528,21890,9,4.99,1,1.87,0.40,0.12
SO62881,2020-07-27,537,21890,9,35.00,1,13.09,2.80,0.88
SO62882,2020-07-27,477,22922,9,4.99,1,1.87,0.40,0.12
SO62882,2020-07-27,487,22922,9,54.99,1,20.57,4.40,1.37
SO62882,2020-07-27,482,22922,9,8.99,1,3.36,0.72,0.22
SO62883,2020-07-27,476,13159,9,69.99,1,26.18,5.60,1.75
SO62883,2020-07-27,491,13159,9,53.99,1,41.57,4.32,1.35
SO62884,2020-07-27,528,25825,9,4.99,1,1.87,0.40,0.12
SO62885,2020-07-27,376,24053,8,2443.35,1,1554.95,195.47,61.08
SO62886,2020-07-27,353,12219,7,2319.99,1,1265.62,185.60,58.00
SO62886,2020-07-27,478,12219,7,9.99,1,3.74,0.80,0.25
SO62886,2020-07-27,477,12219,7,4.99,1,1.87,0.40,0.12
SO62886,2020-07-27,489,12219,7,53.99,1,41.57,4.32,1.35
SO62887,2020-07-27,353,15084,8,2319.99,1,1265.62,185.60,58.00
SO62887,2020-07-27,478,15084,8,9.99,1,3.74,0.80,0.25
SO62887,2020-07-27,477,15084,8,4.99,1,1.87,0.40,0.12
SO62887,2020-07-27,472,15084,8,63.50,1,23.75,5.08,1.59
SO62888,2020-07-27,480,11620,1,2.29,1,0.86,0.18,0.06
SO62889,2020-07-27,237,11507,6,49.99,1,38.49,4.00,1.25
SO62890,2020-07-27,237,11848,1,49.99,1,38.49,4.00,1.25
SO62891,2020-07-27,539,28994,4,24.99,1,9.35,2.00,0.62
SO62892,2020-07-27,530,27204,4,4.99,1,1.87,0.40,0.12
SO62893,2020-07-27,535,26454,1,24.99,1,9.35,2.00,0.62
SO62893,2020-07-27,480,26454,1,2.29,1,0.86,0.18,0.06
SO62894,2020-07-27,541,26803,4,28.99,1,10.84,2.32,0.72
SO62894,2020-07-27,530,26803,4,4.99,1,1.87,0.40,0.12
SO62894,2020-07-27,487,26803,4,54.99,1,20.57,4.40,1.37
SO62895,2020-07-27,535,25956,1,24.99,1,9.35,2.00,0.62
SO62896,2020-07-27,528,11300,6,4.99,1,1.87,0.40,0.12
SO62896,2020-07-27,535,11300,6,24.99,1,9.35,2.00,0.62
SO62896,2020-07-27,477,11300,6,4.99,1,1.87,0.40,0.12
SO62896,2020-07-27,478,11300,6,9.99,1,3.74,0.80,0.25
SO62896,2020-07-27,471,11300,6,63.50,1,23.75,5.08,1.59
SO62897,2020-07-27,528,24227,4,4.99,1,1.87,0.40,0.12
SO62897,2020-07-27,536,24227,4,29.99,1,11.22,2.40,0.75
SO62898,2020-07-27,536,22360,1,29.99,1,11.22,2.40,0.75
SO62898,2020-07-27,528,22360,1,4.99,1,1.87,0.40,0.12
SO62898,2020-07-27,477,22360,1,4.99,1,1.87,0.40,0.12
SO62898,2020-07-27,478,22360,1,9.99,1,3.74,0.80,0.25
SO62898,2020-07-27,225,22360,1,8.99,1,6.92,0.72,0.22
SO62899,2020-07-27,536,22237,4,29.99,1,11.22,2.40,0.75
SO62900,2020-07-27,476,19694,1,69.99,1,26.18,5.60,1.75
SO62901,2020-07-27,477,12182,6,4.99,1,1.87,0.40,0.12
SO62902,2020-07-27,477,16644,4,4.99,1,1.87,0.40,0.12
SO62903,2020-07-27,528,15773,4,4.99,1,1.87,0.40,0.12
SO62903,2020-07-27,214,15773,4,34.99,1,13.09,2.80,0.87
SO62903,2020-07-27,467,15773,4,24.49,1,9.16,1.96,0.61
SO62904,2020-07-27,485,14000,1,21.98,1,8.22,1.76,0.55
SO62904,2020-07-27,487,14000,1,54.99,1,20.57,4.40,1.37
SO62904,2020-07-27,484,14000,1,7.95,1,2.97,0.64,0.20
SO62905,2020-07-27,485,14035,4,21.98,1,8.22,1.76,0.55
SO62905,2020-07-27,214,14035,4,34.99,1,13.09,2.80,0.87
SO62905,2020-07-27,481,14035,4,8.99,1,3.36,0.72,0.22
SO62906,2020-07-27,528,17853,8,4.99,1,1.87,0.40,0.12
SO62906,2020-07-27,535,17853,8,24.99,1,9.35,2.00,0.62
SO62907,2020-07-27,539,20582,7,24.99,1,9.35,2.00,0.62
SO62907,2020-07-27,529,20582,7,3.99,1,1.49,0.32,0.10
SO62907,2020-07-27,222,20582,7,34.99,1,13.09,2.80,0.87
SO62907,2020-07-27,490,20582,7,53.99,1,41.57,4.32,1.35
SO62907,2020-07-27,465,20582,7,24.49,1,9.16,1.96,0.61
SO62908,2020-07-27,478,13664,10,9.99,1,3.74,0.80,0.25
SO62908,2020-07-27,477,13664,10,4.99,1,1.87,0.40,0.12
SO62909,2020-07-27,477,21821,8,4.99,1,1.87,0.40,0.12
SO62909,2020-07-27,214,21821,8,34.99,1,13.09,2.80,0.87
SO62909,2020-07-27,225,21821,8,8.99,1,6.92,0.72,0.22
SO62910,2020-07-27,529,18007,10,3.99,1,1.49,0.32,0.10
SO62910,2020-07-27,214,18007,10,34.99,1,13.09,2.80,0.87
SO62911,2020-07-27,530,16321,10,4.99,1,1.87,0.40,0.12
SO62911,2020-07-27,217,16321,10,34.99,1,13.09,2.80,0.87
SO62911,2020-07-27,231,16321,10,49.99,1,38.49,4.00,1.25
SO62912,2020-07-27,541,12554,10,28.99,1,10.84,2.32,0.72
SO62913,2020-07-27,530,14528,8,4.99,1,1.87,0.40,0.12
SO62914,2020-07-27,530,17087,10,4.99,1,1.87,0.40,0.12
SO62914,2020-07-27,487,17087,10,54.99,1,20.57,4.40,1.37
SO62914,2020-07-27,480,17087,10,2.29,1,0.86,0.18,0.06
SO62915,2020-07-27,528,11285,4,4.99,1,1.87,0.40,0.12
SO62915,2020-07-27,537,11285,4,35.00,1,13.09,2.80,0.88
SO62915,2020-07-27,485,11285,4,21.98,1,8.22,1.76,0.55
SO62915,2020-07-27,472,11285,4,63.50,1,23.75,5.08,1.59
SO62916,2020-07-27,537,11229,4,35.00,1,13.09,2.80,0.88
SO62916,2020-07-27,528,11229,4,4.99,1,1.87,0.40,0.12
SO62916,2020-07-27,480,11229,4,2.29,1,0.86,0.18,0.06
SO62917,2020-07-27,537,11205,1,35.00,1,13.09,2.80,0.88
SO62918,2020-07-27,537,11729,1,35.00,1,13.09,2.80,0.88
SO62918,2020-07-27,528,11729,1,4.99,1,1.87,0.40,0.12
SO62918,2020-07-27,222,11729,1,34.99,1,13.09,2.80,0.87
SO62918,2020-07-27,234,11729,1,49.99,1,38.49,4.00,1.25
SO62919,2020-07-27,537,12195,4,35.00,1,13.09,2.80,0.88
SO62919,2020-07-27,485,12195,4,21.98,1,8.22,1.76,0.55
SO62919,2020-07-27,463,12195,4,24.49,1,9.16,1.96,0.61
SO62919,2020-07-27,214,12195,4,34.99,1,13.09,2.80,0.87
SO62920,2020-07-27,231,12545,10,49.99,1,38.49,4.00,1.25
SO62921,2020-07-27,214,11573,10,34.99,1,13.09,2.80,0.87
SO62922,2020-07-27,590,14640,6,769.49,1,419.78,61.56,19.24
SO62922,2020-07-27,528,14640,6,4.99,1,1.87,0.40,0.12
SO62922,2020-07-27,536,14640,6,29.99,1,11.22,2.40,0.75
SO62922,2020-07-27,484,14640,6,7.95,1,2.97,0.64,0.20
SO62923,2020-07-27,363,12110,4,2294.99,1,1251.98,183.60,57.37
SO62923,2020-07-27,478,12110,4,9.99,1,3.74,0.80,0.25
SO62923,2020-07-27,477,12110,4,4.99,1,1.87,0.40,0.12
SO62924,2020-07-27,357,14472,4,2319.99,1,1265.62,185.60,58.00
SO62924,2020-07-27,485,14472,4,21.98,1,8.22,1.76,0.55
SO62924,2020-07-27,480,14472,4,2.29,1,0.86,0.18,0.06
SO62924,2020-07-27,486,14472,4,159.00,1,59.47,12.72,3.98
SO62925,2020-07-27,353,14477,4,2319.99,1,1265.62,185.60,58.00
SO62925,2020-07-27,485,14477,4,21.98,1,8.22,1.76,0.55
SO62926,2020-07-27,562,11334,10,2384.07,1,1481.94,190.73,59.60
SO62926,2020-07-27,222,11334,10,34.99,1,13.09,2.80,0.87
SO62927,2020-07-27,575,14183,10,2384.07,1,1481.94,190.73,59.60
SO62927,2020-07-27,481,14183,10,8.99,1,3.36,0.72,0.22
SO62928,2020-07-27,576,16199,8,2384.07,1,1481.94,190.73,59.60
SO62928,2020-07-27,214,16199,8,34.99,1,13.09,2.80,0.87
SO62929,2020-07-27,583,23421,9,1700.99,1,1082.51,136.08,42.52
SO62929,2020-07-27,529,23421,9,3.99,1,1.49,0.32,0.10
SO62929,2020-07-27,539,23421,9,24.99,1,9.35,2.00,0.62
SO62929,2020-07-27,217,23421,9,34.99,1,13.09,2.80,0.87
SO62930,2020-07-27,372,20456,9,2443.35,1,1554.95,195.47,61.08
SO62930,2020-07-27,484,20456,9,7.95,1,2.97,0.64,0.20
SO62931,2020-07-27,378,20608,9,2443.35,1,1554.95,195.47,61.08
SO62931,2020-07-27,477,20608,9,4.99,1,1.87,0.40,0.12
SO62931,2020-07-27,479,20608,9,8.99,1,3.36,0.72,0.22
SO62932,2020-07-27,363,13133,9,2294.99,1,1251.98,183.60,57.37
SO62932,2020-07-27,478,13133,9,9.99,1,3.74,0.80,0.25
SO62932,2020-07-27,477,13133,9,4.99,1,1.87,0.40,0.12
SO62932,2020-07-27,222,13133,9,34.99,1,13.09,2.80,0.87
SO62933,2020-07-27,359,13620,9,2294.99,1,1251.98,183.60,57.37
SO62933,2020-07-27,485,13620,9,21.98,1,8.22,1.76,0.55
SO62933,2020-07-27,487,13620,9,54.99,1,20.57,4.40,1.37
SO62933,2020-07-27,484,13620,9,7.95,1,2.97,0.64,0.20
SO62934,2020-07-27,359,13630,9,2294.99,1,1251.98,183.60,57.37
SO62934,2020-07-27,537,13630,9,35.00,1,13.09,2.80,0.88
SO62934,2020-07-27,485,13630,9,21.98,1,8.22,1.76,0.55
SO62934,2020-07-27,478,13630,9,9.99,1,3.74,0.80,0.25
SO62934,2020-07-27,477,13630,9,4.99,1,1.87,0.40,0.12
SO62934,2020-07-27,480,13630,9,2.29,1,0.86,0.18,0.06
SO62935,2020-07-27,359,13955,9,2294.99,1,1251.98,183.60,57.37
SO62935,2020-07-27,478,13955,9,9.99,1,3.74,0.80,0.25
SO62935,2020-07-27,472,13955,9,63.50,1,23.75,5.08,1.59
SO62935,2020-07-27,477,13955,9,4.99,1,1.87,0.40,0.12
SO62936,2020-07-27,564,26070,4,2384.07,1,1481.94,190.73,59.60
SO62936,2020-07-27,225,26070,4,8.99,1,6.92,0.72,0.22
SO62937,2020-07-27,604,23269,4,539.99,1,343.65,43.20,13.50
SO62937,2020-07-27,214,23269,4,34.99,1,13.09,2.80,0.87
SO62938,2020-07-27,604,23204,1,539.99,1,343.65,43.20,13.50
SO62938,2020-07-27,477,23204,1,4.99,1,1.87,0.40,0.12
SO62938,2020-07-27,479,23204,1,8.99,1,3.36,0.72,0.22
SO62938,2020-07-27,225,23204,1,8.99,1,6.92,0.72,0.22
SO62939,2020-07-27,384,20481,4,1120.49,1,713.08,89.64,28.01
SO62939,2020-07-27,234,20481,4,49.99,1,38.49,4.00,1.25
SO62940,2020-07-27,384,20526,4,1120.49,1,713.08,89.64,28.01
SO62940,2020-07-27,228,20526,4,49.99,1,38.49,4.00,1.25
SO62941,2020-07-27,386,19829,6,1120.49,1,713.08,89.64,28.01
SO62941,2020-07-27,529,19829,6,3.99,1,1.49,0.32,0.10
SO62941,2020-07-27,539,19829,6,24.99,1,9.35,2.00,0.62
SO62941,2020-07-27,482,19829,6,8.99,1,3.36,0.72,0.22
SO62942,2020-07-27,580,17533,1,1700.99,1,1082.51,136.08,42.52
SO62942,2020-07-27,217,17533,1,34.99,1,13.09,2.80,0.87
SO62943,2020-07-27,584,26966,10,539.99,1,343.65,43.20,13.50
SO62943,2020-07-27,479,26966,10,8.99,1,3.36,0.72,0.22
SO62943,2020-07-27,477,26966,10,4.99,1,1.87,0.40,0.12
SO62943,2020-07-27,214,26966,10,34.99,1,13.09,2.80,0.87
SO62944,2020-07-27,584,13540,8,539.99,1,343.65,43.20,13.50
SO62944,2020-07-27,479,13540,8,8.99,1,3.36,0.72,0.22
SO62945,2020-07-27,574,25744,8,2384.07,1,1481.94,190.73,59.60
SO62945,2020-07-27,541,25744,8,28.99,1,10.84,2.32,0.72
SO62945,2020-07-27,530,25744,8,4.99,1,1.87,0.40,0.12
SO62945,2020-07-27,480,25744,8,2.29,1,0.86,0.18,0.06
SO62945,2020-07-27,484,25744,8,7.95,1,2.97,0.64,0.20
SO62946,2020-07-28,214,11960,1,34.99,1,13.09,2.80,0.87
SO62947,2020-07-28,478,15261,9,9.99,1,3.74,0.80,0.25
SO62947,2020-07-28,477,15261,9,4.99,1,1.87,0.40,0.12
SO62947,2020-07-28,480,15261,9,2.29,1,0.86,0.18,0.06
SO62948,2020-07-28,217,15803,9,34.99,1,13.09,2.80,0.87
SO62949,2020-07-28,237,17228,9,49.99,1,38.49,4.00,1.25
SO62950,2020-07-28,541,19622,9,28.99,1,10.84,2.32,0.72
SO62950,2020-07-28,530,19622,9,4.99,1,1.87,0.40,0.12
SO62950,2020-07-28,480,19622,9,2.29,1,0.86,0.18,0.06
SO62951,2020-07-28,598,17892,10,539.99,1,294.58,43.20,13.50
SO62951,2020-07-28,485,17892,10,21.98,1,8.22,1.76,0.55
SO62951,2020-07-28,225,17892,10,8.99,1,6.92,0.72,0.22
SO62951,2020-07-28,217,17892,10,34.99,1,13.09,2.80,0.87
SO62952,2020-07-28,600,17890,10,539.99,1,294.58,43.20,13.50
SO62952,2020-07-28,485,17890,10,21.98,1,8.22,1.76,0.55
SO62952,2020-07-28,478,17890,10,9.99,1,3.74,0.80,0.25
SO62953,2020-07-28,374,20048,10,2443.35,1,1554.95,195.47,61.08
SO62954,2020-07-28,372,28902,8,2443.35,1,1554.95,195.47,61.08
SO62954,2020-07-28,529,28902,8,3.99,1,1.49,0.32,0.10
SO62954,2020-07-28,540,28902,8,32.60,1,12.19,2.61,0.82
SO62954,2020-07-28,234,28902,8,49.99,1,38.49,4.00,1.25
SO62955,2020-07-28,587,19323,7,769.49,1,419.78,61.56,19.24
SO62955,2020-07-28,536,19323,7,29.99,1,11.22,2.40,0.75
SO62955,2020-07-28,480,19323,7,2.29,1,0.86,0.18,0.06
SO62956,2020-07-28,589,13840,7,769.49,1,419.78,61.56,19.24
SO62956,2020-07-28,234,13840,7,49.99,1,38.49,4.00,1.25
SO62956,2020-07-28,482,13840,7,8.99,1,3.36,0.72,0.22
SO62957,2020-07-28,489,11287,6,53.99,1,41.57,4.32,1.35
SO62958,2020-07-28,529,11176,6,3.99,1,1.49,0.32,0.10
SO62958,2020-07-28,480,11176,6,2.29,1,0.86,0.18,0.06
SO62959,2020-07-28,538,27639,1,21.49,1,8.04,1.72,0.54
SO62960,2020-07-28,538,27433,4,21.49,1,8.04,1.72,0.54
SO62960,2020-07-28,529,27433,4,3.99,1,1.49,0.32,0.10
SO62960,2020-07-28,480,27433,4,2.29,1,0.86,0.18,0.06
SO62961,2020-07-28,540,11200,6,32.60,1,12.19,2.61,0.82
SO62961,2020-07-28,529,11200,6,3.99,1,1.49,0.32,0.10
SO62962,2020-07-28,536,22724,4,29.99,1,11.22,2.40,0.75
SO62962,2020-07-28,528,22724,4,4.99,1,1.87,0.40,0.12
SO62962,2020-07-28,222,22724,4,34.99,1,13.09,2.80,0.87
SO62963,2020-07-28,477,21303,4,4.99,1,1.87,0.40,0.12
SO62963,2020-07-28,478,21303,4,9.99,1,3.74,0.80,0.25
SO62963,2020-07-28,489,21303,4,53.99,1,41.57,4.32,1.35
SO62964,2020-07-28,475,19777,4,69.99,1,26.18,5.60,1.75
SO62964,2020-07-28,234,19777,4,49.99,1,38.49,4.00,1.25
SO62965,2020-07-28,478,20501,1,9.99,1,3.74,0.80,0.25
SO62965,2020-07-28,487,20501,1,54.99,1,20.57,4.40,1.37
SO62966,2020-07-28,528,29047,6,4.99,1,1.87,0.40,0.12
SO62966,2020-07-28,485,29047,6,21.98,1,8.22,1.76,0.55
SO62966,2020-07-28,467,29047,6,24.49,1,9.16,1.96,0.61
SO62967,2020-07-28,528,22371,6,4.99,1,1.87,0.40,0.12
SO62967,2020-07-28,217,22371,6,34.99,1,13.09,2.80,0.87
SO62968,2020-07-28,477,25349,6,4.99,1,1.87,0.40,0.12
SO62969,2020-07-28,477,16765,1,4.99,1,1.87,0.40,0.12
SO62970,2020-07-28,528,26527,6,4.99,1,1.87,0.40,0.12
SO62970,2020-07-28,485,26527,6,21.98,1,8.22,1.76,0.55
SO62970,2020-07-28,480,26527,6,2.29,1,0.86,0.18,0.06
SO62971,2020-07-28,485,20341,6,21.98,1,8.22,1.76,0.55
SO62971,2020-07-28,214,20341,6,34.99,1,13.09,2.80,0.87
SO62972,2020-07-28,476,14787,10,69.99,1,26.18,5.60,1.75
SO62972,2020-07-28,463,14787,10,24.49,1,9.16,1.96,0.61
SO62973,2020-07-28,536,20143,8,29.99,1,11.22,2.40,0.75
SO62973,2020-07-28,480,20143,8,2.29,1,0.86,0.18,0.06
SO62974,2020-07-28,528,21543,7,4.99,1,1.87,0.40,0.12
SO62974,2020-07-28,536,21543,7,29.99,1,11.22,2.40,0.75
SO62974,2020-07-28,480,21543,7,2.29,1,0.86,0.18,0.06
SO62975,2020-07-28,477,21844,8,4.99,1,1.87,0.40,0.12
SO62975,2020-07-28,217,21844,8,34.99,1,13.09,2.80,0.87
SO62976,2020-07-28,529,24080,8,3.99,1,1.49,0.32,0.10
SO62976,2020-07-28,228,24080,8,49.99,1,38.49,4.00,1.25
SO62977,2020-07-28,529,20827,7,3.99,1,1.49,0.32,0.10
SO62977,2020-07-28,484,20827,7,7.95,1,2.97,0.64,0.20
SO62978,2020-07-28,530,14804,10,4.99,1,1.87,0.40,0.12
SO62978,2020-07-28,541,14804,10,28.99,1,10.84,2.32,0.72
SO62978,2020-07-28,214,14804,10,34.99,1,13.09,2.80,0.87
SO62979,2020-07-28,537,13988,6,35.00,1,13.09,2.80,0.88
SO62979,2020-07-28,528,13988,6,4.99,1,1.87,0.40,0.12
SO62979,2020-07-28,217,13988,6,34.99,1,13.09,2.80,0.87
SO62980,2020-07-28,478,13594,8,9.99,1,3.74,0.80,0.25
SO62980,2020-07-28,222,13594,8,34.99,1,13.09,2.80,0.87
SO62981,2020-07-28,587,14745,6,769.49,1,419.78,61.56,19.24
SO62981,2020-07-28,475,14745,6,69.99,1,26.18,5.60,1.75
SO62981,2020-07-28,490,14745,6,53.99,1,41.57,4.32,1.35
SO62981,2020-07-28,225,14745,6,8.99,1,6.92,0.72,0.22
SO62982,2020-07-28,357,14603,4,2319.99,1,1265.62,185.60,58.00
SO62982,2020-07-28,478,14603,4,9.99,1,3.74,0.80,0.25
SO62982,2020-07-28,477,14603,4,4.99,1,1.87,0.40,0.12
SO62983,2020-07-28,355,14481,1,2319.99,1,1265.62,185.60,58.00
SO62983,2020-07-28,537,14481,1,35.00,1,13.09,2.80,0.88
SO62983,2020-07-28,528,14481,1,4.99,1,1.87,0.40,0.12
SO62984,2020-07-28,359,12118,4,2294.99,1,1251.98,183.60,57.37
SO62984,2020-07-28,537,12118,4,35.00,1,13.09,2.80,0.88
SO62984,2020-07-28,485,12118,4,21.98,1,8.22,1.76,0.55
SO62984,2020-07-28,478,12118,4,9.99,1,3.74,0.80,0.25
SO62984,2020-07-28,477,12118,4,4.99,1,1.87,0.40,0.12
SO62984,2020-07-28,228,12118,4,49.99,1,38.49,4.00,1.25
SO62984,2020-07-28,481,12118,4,8.99,1,3.36,0.72,0.22
SO62985,2020-07-28,359,12785,6,2294.99,1,1251.98,183.60,57.37
SO62986,2020-07-28,357,14411,1,2319.99,1,1265.62,185.60,58.00
SO62986,2020-07-28,537,14411,1,35.00,1,13.09,2.80,0.88
SO62986,2020-07-28,528,14411,1,4.99,1,1.87,0.40,0.12
SO62987,2020-07-28,562,25745,8,2384.07,1,1481.94,190.73,59.60
SO62987,2020-07-28,541,25745,8,28.99,1,10.84,2.32,0.72
SO62987,2020-07-28,530,25745,8,4.99,1,1.87,0.40,0.12
SO62987,2020-07-28,487,25745,8,54.99,1,20.57,4.40,1.37
SO62988,2020-07-28,579,11433,7,1214.85,1,755.15,97.19,30.37
SO62988,2020-07-28,489,11433,7,53.99,1,41.57,4.32,1.35
SO62989,2020-07-28,581,15032,9,1700.99,1,1082.51,136.08,42.52
SO62989,2020-07-28,228,15032,9,49.99,1,38.49,4.00,1.25
SO62990,2020-07-28,583,23435,9,1700.99,1,1082.51,136.08,42.52
SO62990,2020-07-28,214,23435,9,34.99,1,13.09,2.80,0.87
SO62991,2020-07-28,380,20611,9,2443.35,1,1554.95,195.47,61.08
SO62992,2020-07-28,388,25225,9,1120.49,1,713.08,89.64,28.01
SO62992,2020-07-28,479,25225,9,8.99,1,3.36,0.72,0.22
SO62993,2020-07-28,606,22862,4,539.99,1,343.65,43.20,13.50
SO62994,2020-07-28,606,23216,4,539.99,1,343.65,43.20,13.50
SO62994,2020-07-28,477,23216,4,4.99,1,1.87,0.40,0.12
SO62994,2020-07-28,479,23216,4,8.99,1,3.36,0.72,0.22
SO62994,2020-07-28,217,23216,4,34.99,1,13.09,2.80,0.87
SO62994,2020-07-28,465,23216,4,24.49,1,9.16,1.96,0.61
SO62995,2020-07-28,584,22718,4,539.99,1,343.65,43.20,13.50
SO62995,2020-07-28,538,22718,4,21.49,1,8.04,1.72,0.54
SO62995,2020-07-28,529,22718,4,3.99,1,1.49,0.32,0.10
SO62995,2020-07-28,214,22718,4,34.99,1,13.09,2.80,0.87
SO62996,2020-07-28,581,17497,4,1700.99,1,1082.51,136.08,42.52
SO62996,2020-07-28,479,17497,4,8.99,1,3.36,0.72,0.22
SO62996,2020-07-28,477,17497,4,4.99,1,1.87,0.40,0.12
SO62996,2020-07-28,480,17497,4,2.29,1,0.86,0.18,0.06
SO62997,2020-07-28,581,17034,6,1700.99,1,1082.51,136.08,42.52
SO62997,2020-07-28,228,17034,6,49.99,1,38.49,4.00,1.25
SO62998,2020-07-28,605,11547,7,539.99,1,343.65,43.20,13.50
SO62998,2020-07-28,222,11547,7,34.99,1,13.09,2.80,0.87
SO62999,2020-07-28,587,11359,9,769.49,1,419.78,61.56,19.24
SO62999,2020-07-28,485,11359,9,21.98,1,8.22,1.76,0.55
SO62999,2020-07-28,214,11359,9,34.99,1,13.09,2.80,0.87
SO63000,2020-07-28,584,28353,9,539.99,1,343.65,43.20,13.50
SO63000,2020-07-28,479,28353,9,8.99,1,3.36,0.72,0.22
SO63001,2020-07-28,606,23322,9,539.99,1,343.65,43.20,13.50
SO63001,2020-07-28,217,23322,9,34.99,1,13.09,2.80,0.87
SO63001,2020-07-28,467,23322,9,24.49,1,9.16,1.96,0.61
SO63002,2020-07-28,605,23323,9,539.99,1,343.65,43.20,13.50
SO63002,2020-07-28,538,23323,9,21.49,1,8.04,1.72,0.54
SO63002,2020-07-28,480,23323,9,2.29,1,0.86,0.18,0.06
SO63003,2020-07-29,225,11287,6,8.99,1,6.92,0.72,0.22
SO63004,2020-07-29,535,13138,9,24.99,1,9.35,2.00,0.62
SO63005,2020-07-29,539,14854,9,24.99,1,9.35,2.00,0.62
SO63005,2020-07-29,529,14854,9,3.99,1,1.49,0.32,0.10
SO63005,2020-07-29,222,14854,9,34.99,1,13.09,2.80,0.87
SO63006,2020-07-29,539,15234,9,24.99,1,9.35,2.00,0.62
SO63007,2020-07-29,539,15715,9,24.99,1,9.35,2.00,0.62
SO63008,2020-07-29,539,14019,9,24.99,1,9.35,2.00,0.62
SO63009,2020-07-29,536,21221,9,29.99,1,11.22,2.40,0.75
SO63010,2020-07-29,477,23654,9,4.99,1,1.87,0.40,0.12
SO63010,2020-07-29,487,23654,9,54.99,1,20.57,4.40,1.37
